account_id,company_name,company_size,industry,contract_type,acv_usd,tenure_months,seats_purchased,seats_active_last_30d,seat_utilization_rate,logins_last_30d,admin_logins_last_30d,features_adopted,mfa_enabled_pct,api_calls_last_30d,support_tickets_last_90d,critical_tickets_last_90d,nps_score,qbr_attendance_rate,exec_sponsor_changed_last_180d,days_since_last_login,discount_pct,payment_delays_last_year,expansion_revenue_last_year_usd,churned
7ee1afed-e9e6-43e2-a86a-f3fbb1754f61,Morales Ltd,356,Education,Annual,33942,62,32,11,0.344,113,10,9,23.1,385,5,0,7.0,0.86,False,2,17.9,2,0,0
d427ec18-5db9-4b8e-9a54-912b6da0d353,Gutierrez Inc,511,Manufacturing,Annual,93099,32,224,92,0.411,547,32,6,20.6,1164,3,2,,0.78,False,19,12.8,0,0,1
d40ee5a4-a001-41fe-af1e-5cb2953439ac,"Love, Hill and Dodson",544,Manufacturing,Monthly,48138,35,84,52,0.619,557,28,6,42.1,230,1,0,7.0,0.39,False,2,8.2,0,0,0
10987d14-c9bf-4e4e-8324-bd77c5f08f50,"Yang, Smith and Ortiz",1080,Manufacturing,Annual,45185,26,86,41,0.477,441,29,6,49.5,682,5,0,4.0,0.4,False,8,15.3,0,6543,0
277274cd-e716-4d5d-9e54-c9b99726ad18,Ballard Ltd,798,Telecom,Annual,35396,47,48,8,0.167,10,1,0,51.4,53,5,2,1.0,0.46,True,46,6.0,1,0,1
50aad263-08e3-4d4c-aa7c-cb71aa3a801c,Meyer Ltd,2396,Tech,Monthly,125808,19,176,88,0.5,1125,63,4,48.8,845,2,0,,0.72,False,3,24.1,0,18179,0
457ed6f5-fc7d-4cfd-beeb-4f700ef87178,Tapia-Jones,1063,Tech,Annual,211185,42,381,193,0.507,3488,240,6,100.0,3237,3,0,9.0,0.44,False,6,21.0,0,0,0
24101069-99e2-44d6-897a-a3037f14ddc1,"Brown, Figueroa and Jimenez",255,Education,Annual,60883,27,45,19,0.422,12,2,2,62.8,53,3,0,,0.53,False,4,17.9,3,0,0
d55a175d-d54c-40dd-8857-95a96b5aeab7,Herring-Smith,313,Healthcare,Monthly,54094,38,65,38,0.585,322,28,8,71.2,1853,2,0,9.0,0.27,True,8,16.5,0,6873,0
d871a855-51f9-4438-90d7-a29c89c74e62,Franco PLC,970,Manufacturing,Monthly,80040,36,136,79,0.581,895,60,4,48.2,895,5,1,7.0,0.27,False,15,19.9,2,0,0
85bbf86d-cd67-462d-8525-f446bdf92a57,Williams-Gross,5281,Tech,Annual,228510,8,293,144,0.491,1335,84,4,95.2,3392,3,1,9.0,0.55,False,6,17.1,1,0,0
53a6174b-9655-44f3-969b-4060b329bce5,Williams PLC,550,Education,Annual,77676,47,119,36,0.303,217,14,4,78.3,752,3,2,4.0,0.39,False,23,12.4,0,0,1
137f17f7-3830-43e8-b2e4-2475a23afa3b,Oconnor Ltd,3993,Finance,Annual,205714,36,1093,709,0.649,4897,286,10,67.5,14797,3,0,9.0,0.78,False,12,14.5,0,16065,1
675ec18a-e11b-4dad-8837-7020040c15d2,Richard Group,145,Education,Annual,37547,22,8,4,0.5,41,2,8,17.8,58,0,0,8.0,0.8,False,0,9.3,0,0,0
a10c75b1-80cc-4709-ab68-a5c5959bef1d,"Contreras, Thompson and Patton",337,Finance,Multi-year,33128,23,100,12,0.12,25,3,0,0.0,74,13,7,4.0,0.0,True,4,12.6,1,0,1
0485de69-b07c-4f55-8663-4936a9519fd5,"Ramirez, Cox and Rodriguez",187,Education,Multi-year,47888,9,71,53,0.746,202,13,7,64.2,296,3,0,8.0,0.94,False,7,6.2,0,0,0
09699b72-a7b4-4295-8cac-46d06ab50c06,Phillips-Gregory,160,Education,Multi-year,19899,66,20,7,0.35,0,0,0,1.5,4,8,3,3.0,0.32,True,23,18.8,0,0,0
affba1bf-0ce2-487e-aa60-4a41b39ba0b8,"Taylor, Phillips and Watkins",1073,Education,Monthly,60152,42,201,160,0.796,2577,146,8,45.4,632,2,0,8.0,0.57,False,0,19.9,0,19651,0
c16115b4-c186-47e8-a8a7-eb82b0d08090,Short-Ramos,453,Tech,Annual,49741,42,58,29,0.5,401,17,5,55.9,845,1,0,5.0,0.73,False,6,9.4,1,6074,0
d1859816-b746-4999-9f79-63d632e1a326,Flores-Cobb,720,Manufacturing,Annual,30814,12,341,94,0.276,1169,91,3,40.2,568,2,0,8.0,0.66,False,15,9.1,2,0,1
a1fc0fad-e8b4-48de-9def-1055de097e7c,"Allen, Brown and Rodriguez",209,Finance,Annual,13871,19,101,53,0.525,354,20,5,13.3,133,8,1,4.0,0.74,False,8,19.3,0,0,0
531dc4a4-38e7-4c3f-8c74-ad0184d1b464,Cooper PLC,1184,Tech,Annual,59675,85,270,207,0.767,2275,147,6,47.0,3170,4,0,5.0,0.71,False,7,15.9,0,0,0
1d2b3649-5f77-472d-a614-048c67cc2996,Nguyen-Barrera,805,Media,Annual,70965,2,296,186,0.628,997,58,5,100.0,607,5,0,7.0,0.83,False,6,10.1,0,0,0
ef20bee4-f3dc-4424-9753-7ed946be3355,Griffin Inc,797,Retail,Annual,37524,16,84,52,0.619,631,31,7,23.3,344,5,0,6.0,0.73,False,22,7.7,2,5227,1
6a9787db-97ad-444c-894d-d5ee18c2e458,Moore Group,203,Retail,Monthly,48863,38,46,25,0.543,147,7,7,44.0,339,4,0,6.0,0.59,True,4,13.8,0,0,0
56d8f289-a9dc-4c19-b578-19289a86cb81,Willis LLC,279,Manufacturing,Annual,32032,17,18,7,0.389,50,2,4,79.7,42,4,0,8.0,0.74,False,9,16.1,2,0,0
e233eb75-b930-4c1e-b3dd-a137f3ac7a31,Williams-Mccoy,414,Education,Monthly,25318,16,149,100,0.671,1532,95,7,48.3,1625,2,0,10.0,0.4,False,6,10.5,1,4102,0
4e090e72-fdcc-48ab-851d-9a3699d833f2,Cook Inc,230,Media,Annual,46400,19,41,12,0.293,8,0,5,100.0,62,10,3,5.0,0.37,False,2,12.3,0,0,0
53a2589b-22b3-4367-baf6-c9f9877d9c93,Moss Group,456,Finance,Annual,51190,14,126,42,0.333,324,25,8,56.7,75,6,0,7.0,0.63,False,16,12.1,0,0,0
856767a4-e222-4ce7-bce5-6f63bc22164f,Graham Inc,2192,Tech,Monthly,229160,7,747,117,0.157,861,65,5,35.6,132,7,0,,0.32,False,2,23.9,1,0,0
