account_id,company_name,company_size,industry,contract_type,acv_usd,tenure_months,seats_purchased,seats_active_last_30d,seat_utilization_rate,logins_last_30d,admin_logins_last_30d,features_adopted,mfa_enabled_pct,api_calls_last_30d,support_tickets_last_90d,critical_tickets_last_90d,nps_score,qbr_attendance_rate,exec_sponsor_changed_last_180d,days_since_last_login,discount_pct,payment_delays_last_year,expansion_revenue_last_year_usd,churned
bbc13d81-73b9-4d44-b568-f02f39b98a35,"Lane, Campbell and Lee",1207,Tech,Annual,55847,43,101,64,0.634,10,1,4,14.8,219,7,1,6.0,0.55,False,6,11.1,2,0,1
c7bf2b31-ab0a-4c73-bbc6-92305561d85e,"Sanchez, Burnett and Trujillo",832,Finance,Monthly,50147,32,369,140,0.379,444,46,1,43.3,342,1,0,7.0,0.03,False,27,25.4,0,19234,0
7f1bdc86-3b7b-459c-8a68-4fc9121723fe,Livingston PLC,1681,Tech,Annual,73031,33,132,88,0.667,358,25,6,69.9,794,4,0,,0.61,False,11,10.2,0,0,0
71f95214-d623-485f-97de-9228987d2b89,"Frost, Harris and Harris",111,Tech,Multi-year,16716,21,37,28,0.757,386,21,10,62.4,318,3,0,9.0,0.85,False,5,14.6,0,0,0
30790bfc-1f59-44b3-8e6f-8cf50c88e17a,Sellers-Nelson,576,Tech,Multi-year,33796,15,224,96,0.429,260,22,5,37.7,439,4,0,7.0,0.35,False,9,16.7,1,0,1
9849e06c-45cf-4d64-9b58-4307ba9ebdca,"Armstrong, Wong and Farrell",145,Manufacturing,Annual,9165,60,24,11,0.458,32,2,3,22.4,46,2,0,4.0,0.46,False,2,14.8,2,0,1
fe0a9f40-b937-4576-ae62-eb3f2b182ce8,Carson and Sons,902,Tech,Monthly,42860,1,200,34,0.17,125,11,4,49.2,219,1,1,8.0,0.38,False,11,19.3,1,0,1
f51a88fe-6663-40e6-9c8c-6364d6fcd54a,"Bonilla, Mcgee and Chan",4049,Education,Annual,157023,7,738,611,0.828,3085,198,6,44.1,2278,2,0,5.0,1.0,False,12,14.3,0,58085,1
4d486e48-e48a-40ad-a1cd-cd751fab0597,Haas-Reyes,395,Media,Monthly,37350,37,162,114,0.704,1225,57,7,80.6,381,0,0,9.0,0.5,False,4,11.0,0,0,0
0c21dafa-b5f5-413c-a923-539a920f423c,Barnes Ltd,765,Tech,Monthly,73480,16,381,263,0.69,1435,97,6,60.0,4502,1,0,9.0,0.39,False,3,18.9,0,0,0
9bab1a2c-1578-4cdc-b6e4-902a7d8d42bd,"Gardner, Cook and Miller",1529,Manufacturing,Multi-year,125029,42,744,367,0.493,3997,243,1,40.7,2925,4,2,6.0,0.79,False,41,10.4,0,0,0
3ec5cec8-52d1-46f4-8bc2-2f6acf753975,"Brown, Dennis and Foster",68,Healthcare,Annual,11521,39,6,3,0.5,42,0,6,48.1,18,1,0,,0.67,False,9,3.9,0,808,1
8aab4da6-861f-4377-ba9c-fd2965ce9c0c,Barnes and Sons,375,Media,Monthly,20371,36,133,96,0.722,1229,69,6,60.4,430,4,0,5.0,0.44,False,7,13.7,0,2619,0
b153ca60-b194-4966-99f3-e52a8d0b3222,Campos-Peters,993,Healthcare,Annual,80961,35,311,156,0.502,1419,79,7,81.4,2853,2,0,7.0,0.77,False,3,6.7,0,0,0
aa85dc23-be21-4824-8ced-d59e84719abb,Duke Inc,50,Finance,Monthly,11422,45,23,13,0.565,162,10,9,59.9,46,1,0,,0.58,False,28,6.5,0,3843,0
47319c0b-bfaa-4313-8ce3-6f2727c57286,"Morales, Hunter and Taylor",227,Finance,Annual,25632,45,70,43,0.614,337,17,4,53.0,114,6,0,8.0,0.59,False,7,9.7,0,5747,0
a56567e2-0056-442f-a5c9-83c1a24241d3,"Austin, Vaughn and Cooper",2233,Media,Monthly,182559,23,571,289,0.506,3613,211,5,79.1,1393,2,0,7.0,0.44,False,14,13.6,0,0,1
3c58d228-c14b-4ab5-a226-7384ca97cba2,Gray LLC,2005,Tech,Monthly,125776,18,505,250,0.495,3615,215,5,21.3,165,5,0,9.0,0.53,True,5,13.9,1,0,0
55b4d947-e9e3-4910-8d81-66beffc85d71,Brown and Sons,1004,Education,Annual,72854,30,436,276,0.633,1347,84,7,41.1,17133,2,0,9.0,0.68,True,13,17.0,0,0,0
4e23dc85-d3e8-4fe4-b38b-df368538e09c,Williams-Foster,1755,Tech,Annual,103537,54,619,465,0.751,5546,330,7,54.6,1279,1,0,,0.9,False,1,22.0,0,32004,0
a97af07c-0e1b-409e-9b93-30c57fdcffbb,"Rodriguez, Hull and Evans",843,Retail,Annual,87734,11,70,20,0.286,0,0,0,15.9,198,3,0,3.0,0.48,False,80,8.2,0,0,1
b506d61c-cab7-44fc-ae40-03b1441ab357,Underwood-Hull,1225,Healthcare,Multi-year,59314,20,576,221,0.384,1042,54,7,63.5,1854,5,0,8.0,0.82,True,33,13.5,1,0,0
36133d04-f5a8-467b-beab-45bfe0c59289,"Adams, Deleon and Randall",470,Tech,Multi-year,30932,14,167,71,0.425,391,21,5,44.1,605,5,1,6.0,0.56,False,59,10.1,2,5012,0
f8d6b5c9-d57f-47c1-8916-7a8028a164eb,"Wolfe, Mitchell and Romero",756,Tech,Multi-year,53272,9,91,32,0.352,203,14,5,18.1,905,6,2,6.0,0.3,False,4,13.0,0,0,1
4cdd8b96-b08e-416d-b7fb-daf82942911c,Bailey Ltd,332,Finance,Multi-year,22290,16,87,43,0.494,398,30,6,17.2,436,2,0,8.0,0.53,False,20,8.4,0,0,0
53d2ad59-df0c-4192-8e79-94aa7e869ae7,"Wilkerson, Cabrera and Cline",2670,Manufacturing,Multi-year,122484,6,435,324,0.745,6111,324,9,67.4,4788,4,0,7.0,0.62,False,1,8.5,0,31984,0
34f8d0e0-5cc3-4642-90ab-589beb25ef48,Green-Moreno,3546,Manufacturing,Multi-year,153726,5,1121,310,0.277,0,0,4,59.2,6573,3,0,6.0,0.36,False,56,16.7,3,0,0
afc595b5-df26-4743-8046-4111ddfc589f,Bullock-Palmer,3035,Tech,Annual,131040,71,911,539,0.592,8082,465,12,64.7,754,1,0,9.0,0.9,False,5,9.4,0,0,0
4b47fff4-f501-4c21-832e-5a31e5fcfb67,"Garcia, Hernandez and Foster",425,Healthcare,Monthly,35835,8,207,5,0.024,41,6,2,88.2,57,6,3,,0.3,False,6,13.6,1,0,1
64d35b87-78ee-4cdc-9d2a-b49d3a1efee7,"Gomez, Young and Dickson",233,Tech,Annual,55928,36,17,11,0.647,53,4,5,38.7,76,3,0,5.0,0.5,True,0,17.0,2,0,0
51a7ffe7-02e7-42c3-966d-837163f62af7,"Massey, Moore and Harris",2710,Manufacturing,Multi-year,183338,87,685,456,0.666,2872,190,4,41.5,3367,8,1,7.0,0.76,False,14,6.2,0,0,0
3142038b-4567-4d9c-b327-1cba71a3a5b1,Williams LLC,1210,Education,Multi-year,74620,51,160,81,0.506,877,51,7,85.2,628,5,0,5.0,0.61,False,6,16.5,0,0,1
f4cd8eb1-bf28-4de7-97e7-1c5a12c3823d,"Mcdaniel, Lara and Fox",955,Media,Annual,69859,35,57,43,0.754,440,22,9,64.3,647,4,0,6.0,0.78,False,1,7.4,0,0,0
94155534-3965-4557-b3cf-b683a0c3ab0d,"Lynch, Gray and Woodward",331,Media,Multi-year,61809,39,132,92,0.697,948,61,9,84.6,616,4,0,,0.87,False,5,0.0,0,0,0
be20bb46-8398-4256-8a3e-66888419a2fc,"Williams, Allen and Marshall",1062,Finance,Annual,56779,15,415,138,0.333,1704,111,3,78.2,328,4,0,5.0,0.67,False,7,13.8,1,0,0
b761994b-2a7e-428f-a886-0d07ecc465cb,Dominguez Group,202,Tech,Annual,18011,52,95,32,0.337,501,27,5,33.6,203,3,0,4.0,0.57,False,11,8.9,0,0,1
58d96d28-4071-40e0-b7ed-e07d3d2ff419,Cook PLC,1336,Media,Monthly,90149,76,420,288,0.686,2917,173,7,46.4,6633,2,0,8.0,0.4,False,0,14.9,0,34895,0
a45b3c17-6f02-4810-a88d-1ca3e0238b86,Espinoza-Pierce,3031,Tech,Annual,158824,17,500,302,0.604,4978,305,7,67.1,1792,3,0,6.0,0.75,False,1,11.9,1,0,0
387cf362-7409-4393-ac97-396a8428341c,Herrera Inc,4000,Tech,Monthly,193268,5,853,334,0.392,493,35,3,23.1,2114,8,2,4.0,0.0,False,22,4.6,1,0,1
6a22ce56-2725-4acd-a0b0-dc79a726fe1a,Ford-Hartman,1450,Finance,Monthly,120415,44,467,131,0.281,851,44,4,29.3,1129,4,1,7.0,0.25,True,25,18.2,1,0,1
d8a5de1c-0aba-454e-8d9e-486fd8dd6a8b,"Haas, Young and Moore",145,Manufacturing,Annual,16204,105,48,21,0.438,3,1,3,0.0,190,6,0,9.0,0.62,False,15,6.4,0,0,0
607d14d2-64e4-4674-b516-7fe440331e36,"Conley, Santiago and Webb",826,Manufacturing,Monthly,35122,9,57,35,0.614,226,14,9,51.2,587,3,0,9.0,0.45,False,6,17.6,0,3369,0
434e6c49-1b15-407a-8134-9917f644e8af,Thomas-Jones,7000,Telecom,Multi-year,176023,1,3219,1569,0.487,11404,678,7,89.0,23159,5,0,5.0,0.6,False,4,10.1,2,0,0
40a93e56-aea8-46b0-bb2d-4e2d8f1ad5b9,Woods-Sanders,256,Finance,Annual,38555,20,119,94,0.79,1324,83,9,54.1,1312,3,0,,0.73,False,1,17.6,0,0,0
886237ca-b025-4e47-8df6-b847b940b0c0,Rodgers-Montgomery,623,Finance,Annual,36025,14,255,125,0.49,890,56,5,8.2,89,5,1,8.0,0.8,False,36,4.0,0,0,0
6d34c3fb-7699-41c0-b2a5-e32592ec7449,"Wilson, Reyes and Meyer",3149,Finance,Monthly,63537,27,511,327,0.64,672,30,5,100.0,1274,4,0,7.0,0.79,False,15,8.6,0,0,0
1e4de19f-4019-4b03-8b8d-32bc1757dab7,Taylor-Melton,1311,Education,Multi-year,86235,12,271,144,0.531,744,53,8,42.8,1109,2,0,8.0,0.93,False,16,11.0,0,28698,0
b6709ec3-d2d5-487b-9959-8cd7463416d9,Vega-Henderson,10180,Tech,Annual,221921,19,3727,1610,0.432,0,0,6,54.0,23200,3,0,,0.84,False,62,14.1,0,0,0
5cce2098-1d29-457d-8dae-658f4d27637d,"Nichols, Jones and Davenport",297,Telecom,Annual,16737,9,56,41,0.732,455,23,6,58.8,235,3,0,10.0,0.79,False,3,6.6,0,6532,0
03fa201e-4dcf-4d8e-92a0-09ddeccfea24,Byrd-Farrell,224,Healthcare,Annual,29050,2,50,20,0.4,119,9,5,58.6,283,4,1,4.0,0.88,False,16,18.6,0,0,0
db229e45-e222-4fcb-b280-7120f259883d,Jones-Wade,2557,Education,Annual,104135,21,897,411,0.458,2901,151,6,59.3,10615,5,1,7.0,0.47,False,3,14.3,0,0,1
e4680821-7729-4efa-8c76-d485a789bf91,Blackburn-Nelson,178,Education,Annual,48024,38,12,4,0.333,28,3,4,38.6,220,7,1,3.0,0.56,False,41,14.3,0,14061,1
94f27424-63dd-44b6-88f0-bf396c9ef617,Owens Ltd,536,Healthcare,Annual,49317,6,60,22,0.367,4,0,3,36.2,168,9,5,7.0,0.46,False,1,15.2,0,0,1
b65b1bbe-b2cd-4794-867f-8f873bfdf9bb,"Carter, Glass and Weaver",619,Manufacturing,Multi-year,65598,94,41,21,0.512,223,16,7,38.3,102,3,0,8.0,0.56,False,16,17.9,0,10767,0
b6214c6e-dcca-45e3-a854-6a46a2f37424,"Davis, Weber and Gutierrez",2079,Finance,Annual,106606,33,353,180,0.51,2134,133,5,24.4,1556,5,0,,0.66,False,4,21.3,0,0,0
0af74327-d107-47c3-8974-28ff76a59068,"Herrera, Graham and Chavez",1307,Education,Multi-year,63977,15,348,151,0.434,1559,98,5,44.1,2576,4,1,8.0,0.17,False,0,14.4,0,0,0
d4d60bff-fe8b-4851-9f20-4e99c63bcea4,"Frank, Collins and James",1100,Education,Annual,60282,58,473,289,0.611,1514,97,9,89.2,606,4,1,7.0,1.0,False,1,1.9,0,0,0
e764365b-799b-48d0-b95e-60118a16c929,Armstrong Ltd,427,Retail,Annual,63988,45,56,46,0.821,388,27,9,28.9,1404,3,0,6.0,0.86,False,3,15.2,0,0,0
9b5f5563-7b9d-4984-97b3-85560cd6dd06,"Cunningham, Williams and Olson",2531,Tech,Annual,162907,36,533,380,0.713,3095,195,9,30.0,2361,2,0,10.0,0.88,False,0,4.9,0,0,0
1fa90616-798e-4d53-a0ad-1adbfe7256c9,Palmer LLC,50000,Telecom,Annual,398880,26,2712,1331,0.491,14814,930,9,63.2,11474,2,0,,0.63,False,4,18.9,0,148718,1
de96fd33-d733-4867-8de7-e9dfefc2d4d9,David Inc,1423,Telecom,Annual,51889,15,368,212,0.576,440,23,7,69.2,454,1,0,6.0,0.56,True,1,5.0,0,6696,0
58559b03-cd1f-484a-b85a-91300ea484fd,Smith LLC,742,Retail,Multi-year,35896,31,46,21,0.457,176,8,7,33.6,434,2,0,9.0,0.6,False,10,12.0,2,0,1
c438efb7-b94f-495e-9209-af971c9580ad,"Wang, Dunlap and Dawson",160,Telecom,Annual,35212,26,31,4,0.129,0,0,3,6.9,2,5,2,,0.18,False,71,8.8,0,0,1
5a970ea5-4e57-4370-9723-7a1d6811a282,White Ltd,330,Healthcare,Multi-year,17799,56,140,34,0.243,0,0,1,40.7,115,6,1,,0.25,False,21,15.2,0,0,0
696c28b9-8f07-451c-8f69-533155452437,Roberts PLC,526,Finance,Monthly,64458,34,248,110,0.444,389,20,1,38.8,255,5,2,8.0,0.31,False,22,14.9,3,0,1
71aa896f-9f80-4043-acb8-75da944fb0fd,Miller-Owens,369,Healthcare,Annual,44615,18,79,39,0.494,122,6,4,70.8,384,5,1,6.0,0.6,False,5,0.0,1,0,1
1b335723-9a16-45af-9ea3-5f1c11a94de0,Martin and Sons,653,Tech,Monthly,56822,17,116,65,0.56,817,54,7,79.4,384,4,0,10.0,0.35,False,16,12.7,0,0,0
57fead5a-06a5-4b67-b3d4-4cb8b3b22b07,"Morris, King and Gonzales",4702,Healthcare,Annual,144965,11,1840,649,0.353,1573,107,5,17.2,10602,8,1,4.0,0.7,False,7,21.7,1,0,1
2bbe5ea2-ebe0-462d-8e63-a5cf20644a06,Chang-Gardner,2623,Retail,Annual,198529,27,955,508,0.532,891,51,4,26.0,2326,1,0,6.0,0.55,False,42,15.2,0,0,1
5f4d22dc-49aa-49a7-b9bd-30c601812465,Pierce and Sons,559,Tech,Annual,51076,16,123,123,1.0,1521,85,9,0.1,3198,3,0,10.0,0.97,True,5,16.5,0,15930,0
1b3caef0-9d92-45cb-af9b-913f81d50f36,Coleman-Odonnell,176,Tech,Annual,13693,7,81,37,0.457,280,13,3,46.2,461,5,0,5.0,0.51,False,12,8.6,1,0,1
40e7cf6a-48bc-4b49-a4b9-2d3bd9ee4367,"Hutchinson, Underwood and Williams",2896,Manufacturing,Monthly,80670,42,736,625,0.849,8370,537,7,43.3,9836,3,0,,0.36,False,3,9.5,1,0,0
458ea3c5-ba39-4b95-8580-fc269f2b3d6f,Raymond-Perkins,630,Education,Monthly,27161,14,297,122,0.411,429,31,4,83.1,971,4,1,5.0,0.19,False,1,15.7,0,0,0
cb69dc7f-c0ec-4d80-a221-15c60567e314,"Wood, Mccormick and Clark",100,Telecom,Annual,28092,18,45,28,0.622,295,25,3,30.9,38,4,0,6.0,0.54,True,21,7.3,0,0,1
5b60ea8b-c9d2-4cf1-a0f8-13e91ffe7c3a,Petty-Stewart,1456,Tech,Monthly,153242,64,694,347,0.5,0,0,2,34.2,898,5,0,,0.6,False,39,13.9,0,0,1
f47ba66b-1736-43aa-9ebc-8f814a9f60f5,"Preston, Kelly and Williams",2055,Education,Annual,164609,47,203,104,0.512,1099,55,4,33.0,394,4,1,,0.52,True,13,1.4,0,0,1
55aa392f-5ba5-49f6-bf8b-f501e7a800f9,Bolton Ltd,50,Tech,Annual,10829,34,9,6,0.667,82,6,8,52.6,131,1,0,5.0,0.79,False,6,8.1,0,4162,0
8081cad4-a11f-4fb7-8466-e6c86c481c31,Martinez-Rodriguez,269,Tech,Multi-year,17788,27,58,12,0.207,0,0,1,59.0,121,5,2,,0.53,False,74,9.6,1,0,0
3419b0f7-80f4-4419-a275-da67c69fda1d,Clark and Sons,589,Manufacturing,Multi-year,33039,74,226,151,0.668,2103,131,10,6.6,1832,1,0,5.0,1.0,True,3,11.1,0,0,0
2a4bc635-11c2-4096-a592-30751196823d,Pena Group,1492,Healthcare,Annual,59229,19,272,200,0.735,2039,119,8,78.0,1229,6,0,6.0,0.7,False,17,11.1,0,0,0
61e82ddc-291f-46c7-ac97-c52e4bb284fc,Harrington-Lucas,377,Education,Multi-year,37838,12,54,32,0.593,343,16,3,0.0,180,3,0,5.0,0.51,True,1,8.2,1,0,0
a02f6015-88fa-4267-ba36-936c576e8ada,Moore Ltd,266,Finance,Annual,54452,56,54,23,0.426,0,0,2,25.6,112,6,2,,0.41,False,60,5.7,3,0,1
a6bc73ec-e658-4ffd-b998-1b350148fed5,Fuller Group,1480,Tech,Monthly,152251,34,281,142,0.505,789,63,5,27.9,1000,7,0,8.0,0.48,False,6,16.3,2,50279,1
d1b14236-6774-4e6b-b9f6-68dfdaef40cd,Austin Inc,397,Healthcare,Multi-year,32697,10,165,64,0.388,517,29,6,19.6,187,10,1,,0.6,False,22,10.9,2,0,0
978dc394-88ab-49c7-8cbe-d9f9d35a4b4f,"Lewis, Bradley and Bishop",1207,Tech,Annual,31663,34,598,295,0.493,2714,168,8,22.3,770,1,0,8.0,0.71,False,10,11.2,1,10404,0
84d3f3f7-c4cb-4e2e-a20a-7708b053b183,"Perkins, Romero and Yang",196,Finance,Annual,16319,5,37,21,0.568,49,3,5,54.6,57,2,0,8.0,0.75,True,2,13.7,1,0,1
fc6d364c-62d1-435a-a126-5b9a80dbe123,Clark PLC,150,Tech,Annual,35661,48,11,10,0.909,219,11,11,51.2,52,0,0,10.0,0.91,False,2,16.0,0,12789,1
d51cee1e-16ae-4f61-8f21-04ac2da66b2f,"Scott, Wilson and Thompson",1527,Finance,Multi-year,97859,28,572,251,0.439,3527,205,6,60.4,1951,4,1,6.0,0.82,False,1,4.4,0,0,0
5fb32a22-e749-4ed9-a3b4-f1ce4d1b0611,Sullivan Group,878,Manufacturing,Annual,55511,31,234,80,0.342,374,17,3,53.9,188,8,3,7.0,0.52,False,17,13.8,1,0,0
c615dda9-9ad4-4661-b726-fcf0fbeba076,"Brown, Moore and Cohen",1835,Tech,Multi-year,84014,32,450,297,0.66,1773,99,7,47.3,4517,4,0,7.0,0.73,False,2,18.6,0,16322,0
ea6e6ca0-02f5-4c7e-b5fc-e77e12ba5e5d,"Hanson, Mccarthy and Martinez",370,Retail,Annual,28219,34,77,42,0.545,261,17,8,64.0,38,3,0,6.0,0.82,True,26,12.4,1,0,0
1f5a7ad4-d870-49a4-8cd0-c1a0f11a6837,Gregory Ltd,277,Retail,Multi-year,19789,22,72,56,0.778,839,44,12,61.8,364,1,0,10.0,1.0,False,2,11.8,0,0,0
2b29e7b4-e9c1-4f42-b4be-95fe279ce9d7,"Lee, Daniel and Flores",2971,Healthcare,Annual,304619,24,331,276,0.834,4716,279,10,50.6,2595,4,1,9.0,0.66,False,3,11.7,0,19419,0
cfc570c0-1cc4-42a5-8073-b4d52747fe8a,"Ball, Cook and Morales",125,Healthcare,Annual,39513,15,41,25,0.61,500,29,6,68.3,262,4,0,7.0,0.68,False,6,15.1,0,15712,0
56974155-ffe9-405c-aaa7-29124eabc84f,"Taylor, Phillips and Morales",2635,Retail,Multi-year,89075,27,1234,897,0.727,11345,698,11,99.6,14889,2,0,10.0,0.53,False,0,1.3,0,0,0
d1312c21-e331-4b23-9e0c-97e427408357,Campbell Inc,2843,Education,Monthly,64217,22,1318,458,0.347,834,48,6,68.5,4962,2,0,5.0,0.0,False,22,12.7,1,0,1
3d46052b-7de2-41ce-a39c-81f01cf6232d,Torres-Barnes,1713,Tech,Annual,102253,25,655,319,0.487,1525,82,5,7.5,7561,8,1,5.0,0.61,False,4,4.9,0,0,0
22d068f1-f59c-4f2a-ad3e-5539a0431dfa,Blackwell Group,312,Education,Multi-year,32429,7,70,48,0.686,285,15,6,39.1,353,1,0,3.0,0.58,False,4,12.6,2,0,0
8f3a9ae9-97d2-42d7-8e10-35ee88df8050,Friedman-Higgins,271,Tech,Multi-year,40641,13,126,83,0.659,251,15,9,71.4,571,2,0,4.0,0.57,False,0,5.5,0,0,0
e7239431-cffb-4a63-8ab8-0522c1eb8ebc,Santiago LLC,528,Healthcare,Annual,66390,20,183,125,0.683,0,0,0,7.6,794,9,2,8.0,0.59,False,25,20.3,0,0,0
02a9898a-ddf9-441d-bc32-7487259bc2f9,"Patel, Ramirez and Cooper",160,Healthcare,Annual,14430,8,44,24,0.545,231,16,8,49.5,220,3,0,8.0,0.84,False,1,7.4,0,4505,0
